geo,nace_r2,year,activity,country
MK,C2362,2022,Manufacture of plaster products for construction purposes,North Macedonia
MK,C2362,2023,Manufacture of plaster products for construction purposes,North Macedonia
MK,C2362,2024,Manufacture of plaster products for construction purposes,North Macedonia
MK,C2369,2021,"Manufacture of other articles of concrete, plaster and cement",North Macedonia
MK,C2369,2022,"Manufacture of other articles of concrete, plaster and cement",North Macedonia
MK,C2369,2023,"Manufacture of other articles of concrete, plaster and cement",North Macedonia
MK,C2369,2024,"Manufacture of other articles of concrete, plaster and cement",North Macedonia
MK,C2420,2023,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",North Macedonia
MK,C2420,2024,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",North Macedonia
MK,C2432,2021,Cold rolling of narrow strip,North Macedonia
MK,C2433,2022,Cold forming or folding,North Macedonia
MK,C2433,2024,Cold forming or folding,North Macedonia
MK,C2442,2023,Aluminium production,North Macedonia
MK,C2442,2024,Aluminium production,North Macedonia
MK,C2445,2021,Other non-ferrous metal production,North Macedonia
MK,C2445,2022,Other non-ferrous metal production,North Macedonia
MK,C2445,2023,Other non-ferrous metal production,North Macedonia
MK,C2445,2024,Other non-ferrous metal production,North Macedonia
MK,C2451,2021,Casting of iron,North Macedonia
MK,C2451,2022,Casting of iron,North Macedonia
MK,C2451,2023,Casting of iron,North Macedonia
MK,C2451,2024,Casting of iron,North Macedonia
MK,C2452,2021,Casting of steel,North Macedonia
MK,C2452,2022,Casting of steel,North Macedonia
MK,C2452,2023,Casting of steel,North Macedonia
MK,C2452,2024,Casting of steel,North Macedonia
MK,C2453,2021,Casting of light metals,North Macedonia
MK,C2453,2022,Casting of light metals,North Macedonia
MK,C2453,2023,Casting of light metals,North Macedonia
MK,C2453,2024,Casting of light metals,North Macedonia
MK,C2454,2021,Casting of other non-ferrous metals,North Macedonia
MK,C2454,2022,Casting of other non-ferrous metals,North Macedonia
MK,C2454,2023,Casting of other non-ferrous metals,North Macedonia
MK,C2454,2024,Casting of other non-ferrous metals,North Macedonia
MK,C2530,2021,"Manufacture of steam generators, except central heating hot water boilers",North Macedonia
MK,C2530,2022,"Manufacture of steam generators, except central heating hot water boilers",North Macedonia
MK,C2530,2023,"Manufacture of steam generators, except central heating hot water boilers",North Macedonia
MK,C2530,2024,"Manufacture of steam generators, except central heating hot water boilers",North Macedonia
MK,C2561,2024,Treatment and coating of metals,North Macedonia
MK,C2562,2024,Machining,North Macedonia
MK,C2571,2021,Manufacture of cutlery,North Macedonia
MK,C2571,2022,Manufacture of cutlery,North Macedonia
MK,C2571,2023,Manufacture of cutlery,North Macedonia
MK,C2571,2024,Manufacture of cutlery,North Macedonia
MK,C2591,2021,Manufacture of steel drums and similar containers,North Macedonia
MK,C2591,2022,Manufacture of steel drums and similar containers,North Macedonia
MK,C2592,2021,Manufacture of light metal packaging,North Macedonia
MK,C2592,2022,Manufacture of light metal packaging,North Macedonia
MK,C2592,2024,Manufacture of light metal packaging,North Macedonia
MK,C2594,2024,Manufacture of fasteners and screw machine products,North Macedonia
MK,C2611,2021,Manufacture of electronic components,North Macedonia
MK,C2611,2022,Manufacture of electronic components,North Macedonia
MK,C2611,2024,Manufacture of electronic components,North Macedonia
MK,C2640,2021,Manufacture of consumer electronics,North Macedonia
MK,C2640,2022,Manufacture of consumer electronics,North Macedonia
MK,C2640,2024,Manufacture of consumer electronics,North Macedonia
MK,C2660,2022,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",North Macedonia
MK,C2720,2021,Manufacture of batteries and accumulators,North Macedonia
MK,C2720,2022,Manufacture of batteries and accumulators,North Macedonia
MK,C2720,2023,Manufacture of batteries and accumulators,North Macedonia
MK,C2720,2024,Manufacture of batteries and accumulators,North Macedonia
MK,C2732,2023,Manufacture of other electronic and electric wires and cables,North Macedonia
MK,C2733,2023,Manufacture of wiring devices,North Macedonia
MK,C2740,2021,Manufacture of electric lighting equipment,North Macedonia
MK,C2740,2022,Manufacture of electric lighting equipment,North Macedonia
MK,C2740,2023,Manufacture of electric lighting equipment,North Macedonia
MK,C2740,2024,Manufacture of electric lighting equipment,North Macedonia
MK,C2751,2021,Manufacture of electric domestic appliances,North Macedonia
MK,C2751,2022,Manufacture of electric domestic appliances,North Macedonia
MK,C2751,2023,Manufacture of electric domestic appliances,North Macedonia
MK,C2751,2024,Manufacture of electric domestic appliances,North Macedonia
MK,C2752,2021,Manufacture of non-electric domestic appliances,North Macedonia
MK,C2752,2022,Manufacture of non-electric domestic appliances,North Macedonia
MK,C2752,2023,Manufacture of non-electric domestic appliances,North Macedonia
MK,C2752,2024,Manufacture of non-electric domestic appliances,North Macedonia
MK,C2811,2021,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",North Macedonia
MK,C2811,2022,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",North Macedonia
MK,C2811,2023,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",North Macedonia
MK,C2811,2024,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",North Macedonia
MK,C2812,2023,Manufacture of fluid power equipment,North Macedonia
MK,C2812,2024,Manufacture of fluid power equipment,North Macedonia
MK,C2813,2021,Manufacture of other pumps and compressors,North Macedonia
MK,C2813,2022,Manufacture of other pumps and compressors,North Macedonia
MK,C2813,2023,Manufacture of other pumps and compressors,North Macedonia
MK,C2813,2024,Manufacture of other pumps and compressors,North Macedonia
MK,C2814,2021,Manufacture of other taps and valves,North Macedonia
MK,C2814,2022,Manufacture of other taps and valves,North Macedonia
MK,C2814,2023,Manufacture of other taps and valves,North Macedonia
MK,C2814,2024,Manufacture of other taps and valves,North Macedonia
MK,C2822,2022,Manufacture of lifting and handling equipment,North Macedonia
MK,C2822,2023,Manufacture of lifting and handling equipment,North Macedonia
MK,C2822,2024,Manufacture of lifting and handling equipment,North Macedonia
MK,C2824,2021,Manufacture of power-driven hand tools,North Macedonia
MK,C2824,2022,Manufacture of power-driven hand tools,North Macedonia
MK,C2824,2023,Manufacture of power-driven hand tools,North Macedonia
MK,C2824,2024,Manufacture of power-driven hand tools,North Macedonia
MK,C2825,2021,Manufacture of non-domestic cooling and ventilation equipment,North Macedonia
MK,C2825,2022,Manufacture of non-domestic cooling and ventilation equipment,North Macedonia
MK,C2825,2023,Manufacture of non-domestic cooling and ventilation equipment,North Macedonia
MK,C2825,2024,Manufacture of non-domestic cooling and ventilation equipment,North Macedonia
MK,C2829,2024,Manufacture of other general-purpose machinery n.e.c.,North Macedonia
MK,C2830,2024,Manufacture of agricultural and forestry machinery,North Macedonia
MK,C2841,2021,Manufacture of metal forming machinery,North Macedonia
MK,C2841,2022,Manufacture of metal forming machinery,North Macedonia
MK,C2841,2023,Manufacture of metal forming machinery,North Macedonia
MK,C2841,2024,Manufacture of metal forming machinery,North Macedonia
MK,C2849,2021,Manufacture of other machine tools,North Macedonia
MK,C2849,2022,Manufacture of other machine tools,North Macedonia
MK,C2849,2023,Manufacture of other machine tools,North Macedonia
MK,C2849,2024,Manufacture of other machine tools,North Macedonia
MK,C2892,2021,"Manufacture of machinery for mining, quarrying and construction",North Macedonia
MK,C2892,2022,"Manufacture of machinery for mining, quarrying and construction",North Macedonia
MK,C2892,2023,"Manufacture of machinery for mining, quarrying and construction",North Macedonia
MK,C2892,2024,"Manufacture of machinery for mining, quarrying and construction",North Macedonia
MK,C2893,2021,"Manufacture of machinery for food, beverage and tobacco processing",North Macedonia
MK,C2894,2022,"Manufacture of machinery for textile, apparel and leather production",North Macedonia
MK,C2894,2023,"Manufacture of machinery for textile, apparel and leather production",North Macedonia
MK,C2894,2024,"Manufacture of machinery for textile, apparel and leather production",North Macedonia
MK,C2896,2023,Manufacture of plastics and rubber machinery,North Macedonia
MK,C2896,2024,Manufacture of plastics and rubber machinery,North Macedonia
MK,C2910,2021,Manufacture of motor vehicles,North Macedonia
MK,C2910,2022,Manufacture of motor vehicles,North Macedonia
MK,C2910,2023,Manufacture of motor vehicles,North Macedonia
MK,C2910,2024,Manufacture of motor vehicles,North Macedonia
MK,C2920,2021,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,North Macedonia
MK,C2920,2022,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,North Macedonia
MK,C2920,2023,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,North Macedonia
MK,C2920,2024,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,North Macedonia
MK,C3012,2024,Building of pleasure and sporting boats,North Macedonia
MK,C3020,2021,Manufacture of railway locomotives and rolling stock,North Macedonia
MK,C3020,2022,Manufacture of railway locomotives and rolling stock,North Macedonia
MK,C3020,2023,Manufacture of railway locomotives and rolling stock,North Macedonia
MK,C3020,2024,Manufacture of railway locomotives and rolling stock,North Macedonia
MK,C3030,2021,Manufacture of air and spacecraft and related machinery,North Macedonia
MK,C3030,2022,Manufacture of air and spacecraft and related machinery,North Macedonia
MK,C3030,2023,Manufacture of air and spacecraft and related machinery,North Macedonia
MK,C3030,2024,Manufacture of air and spacecraft and related machinery,North Macedonia
MK,C3092,2021,Manufacture of bicycles and invalid carriages,North Macedonia
MK,C3092,2022,Manufacture of bicycles and invalid carriages,North Macedonia
MK,C3092,2023,Manufacture of bicycles and invalid carriages,North Macedonia
MK,C3092,2024,Manufacture of bicycles and invalid carriages,North Macedonia
MK,C3211,2021,Striking of coins,North Macedonia
MK,C3211,2022,Striking of coins,North Macedonia
MK,C3211,2023,Striking of coins,North Macedonia
MK,C3211,2024,Striking of coins,North Macedonia
MK,C3213,2021,Manufacture of imitation jewellery and related articles,North Macedonia
MK,C3213,2022,Manufacture of imitation jewellery and related articles,North Macedonia
MK,C3213,2023,Manufacture of imitation jewellery and related articles,North Macedonia
MK,C3213,2024,Manufacture of imitation jewellery and related articles,North Macedonia
MK,C3220,2021,Manufacture of musical instruments,North Macedonia
MK,C3220,2022,Manufacture of musical instruments,North Macedonia
MK,C3220,2023,Manufacture of musical instruments,North Macedonia
MK,C3230,2021,Manufacture of sports goods,North Macedonia
MK,C3230,2022,Manufacture of sports goods,North Macedonia
MK,C3230,2023,Manufacture of sports goods,North Macedonia
MK,C3291,2021,Manufacture of brooms and brushes,North Macedonia
MK,C3291,2022,Manufacture of brooms and brushes,North Macedonia
MK,C3291,2023,Manufacture of brooms and brushes,North Macedonia
MK,C3291,2024,Manufacture of brooms and brushes,North Macedonia
MK,C3299,2021,Other manufacturing n.e.c.,North Macedonia
MK,C3299,2022,Other manufacturing n.e.c.,North Macedonia
MK,C3299,2023,Other manufacturing n.e.c.,North Macedonia
MK,C3299,2024,Other manufacturing n.e.c.,North Macedonia
MK,C3311,2021,Repair of fabricated metal products,North Macedonia
MK,C3315,2021,Repair and maintenance of ships and boats,North Macedonia
MK,C3315,2022,Repair and maintenance of ships and boats,North Macedonia
MK,C3315,2023,Repair and maintenance of ships and boats,North Macedonia
MK,C3315,2024,Repair and maintenance of ships and boats,North Macedonia
MK,C3316,2021,Repair and maintenance of aircraft and spacecraft,North Macedonia
MK,C3316,2022,Repair and maintenance of aircraft and spacecraft,North Macedonia
MK,C3316,2023,Repair and maintenance of aircraft and spacecraft,North Macedonia
MK,C3316,2024,Repair and maintenance of aircraft and spacecraft,North Macedonia
MK,C3320,2024,Installation of industrial machinery and equipment,North Macedonia
MK,D3512,2021,Transmission of electricity,North Macedonia
MK,D3512,2022,Transmission of electricity,North Macedonia
MK,D3512,2023,Transmission of electricity,North Macedonia
MK,D3512,2024,Transmission of electricity,North Macedonia
MK,D3513,2021,Distribution of electricity,North Macedonia
MK,D3513,2022,Distribution of electricity,North Macedonia
MK,D3513,2023,Distribution of electricity,North Macedonia
MK,D3513,2024,Distribution of electricity,North Macedonia
MK,D3521,2021,Manufacture of gas,North Macedonia
MK,D3521,2022,Manufacture of gas,North Macedonia
MK,D3521,2023,Manufacture of gas,North Macedonia
MK,D3521,2024,Manufacture of gas,North Macedonia
MK,D3522,2021,Distribution of gaseous fuels through mains,North Macedonia
MK,D3522,2022,Distribution of gaseous fuels through mains,North Macedonia
MK,D3522,2023,Distribution of gaseous fuels through mains,North Macedonia
MK,D3522,2024,Distribution of gaseous fuels through mains,North Macedonia
MK,F4110,2021,Development of building projects,North Macedonia
MK,F4120,2021,Construction of residential and non-residential buildings,North Macedonia
MK,F4291,2021,Construction of water projects,North Macedonia
MK,F4332,2021,Joinery installation,North Macedonia
MK,F4391,2021,Roofing activities,North Macedonia
MK,F4399,2021,Other specialised construction activities n.e.c.,North Macedonia
MK,G4612,2022,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",North Macedonia
MK,G4612,2023,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",North Macedonia
MK,G4612,2024,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",North Macedonia
MK,G4615,2022,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",North Macedonia
MK,G4615,2023,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",North Macedonia
MK,G4615,2024,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",North Macedonia
MK,G4623,2021,Wholesale of live animals,North Macedonia
MK,G4624,2021,"Wholesale of hides, skins and leather",North Macedonia
MK,G4647,2021,"Wholesale of furniture, carpets and lighting equipment",North Macedonia
MK,G4648,2021,Wholesale of watches and jewellery,North Macedonia
MK,G4663,2021,"Wholesale of mining, construction and civil engineering machinery",North Macedonia
MK,G4664,2021,Wholesale of machinery for the textile industry and of sewing and knitting machines,North Macedonia
MK,G4791,2021,Retail sale via mail order houses or via Internet,North Macedonia
MK,G4799,2021,"Other retail sale not in stores, stalls or markets",North Macedonia
MK,H4910,2021,"Passenger rail transport, interurban",North Macedonia
MK,H4910,2022,"Passenger rail transport, interurban",North Macedonia
MK,H4910,2023,"Passenger rail transport, interurban",North Macedonia
MK,H4910,2024,"Passenger rail transport, interurban",North Macedonia
MK,H4920,2021,Freight rail transport,North Macedonia
MK,H4920,2022,Freight rail transport,North Macedonia
MK,H4920,2023,Freight rail transport,North Macedonia
MK,H4920,2024,Freight rail transport,North Macedonia
MK,H4931,2021,Urban and suburban passenger land transport,North Macedonia
MK,H4931,2022,Urban and suburban passenger land transport,North Macedonia
MK,H4931,2024,Urban and suburban passenger land transport,North Macedonia
MK,H4932,2021,Taxi operation,North Macedonia
MK,H4932,2023,Taxi operation,North Macedonia
MK,H4932,2024,Taxi operation,North Macedonia
MK,H4939,2022,Other passenger land transport n.e.c.,North Macedonia
MK,H4939,2023,Other passenger land transport n.e.c.,North Macedonia
MK,H4942,2023,Removal services,North Macedonia
MK,H5020,2021,Sea and coastal freight water transport,North Macedonia
MK,H5020,2022,Sea and coastal freight water transport,North Macedonia
MK,H5020,2023,Sea and coastal freight water transport,North Macedonia
MK,H5020,2024,Sea and coastal freight water transport,North Macedonia
MK,H5110,2021,Passenger air transport,North Macedonia
MK,H5110,2022,Passenger air transport,North Macedonia
MK,H5110,2023,Passenger air transport,North Macedonia
MK,H5110,2024,Passenger air transport,North Macedonia
MK,H5210,2021,Warehousing and storage,North Macedonia
MK,H5222,2021,Service activities incidental to water transportation,North Macedonia
MK,H5222,2022,Service activities incidental to water transportation,North Macedonia
MK,H5222,2023,Service activities incidental to water transportation,North Macedonia
MK,H5222,2024,Service activities incidental to water transportation,North Macedonia
MK,H5224,2021,Cargo handling,North Macedonia
MK,H5224,2022,Cargo handling,North Macedonia
MK,H5224,2023,Cargo handling,North Macedonia
MK,H5224,2024,Cargo handling,North Macedonia
MK,H5310,2021,Postal activities under universal service obligation,North Macedonia
MK,H5310,2022,Postal activities under universal service obligation,North Macedonia
MK,H5310,2023,Postal activities under universal service obligation,North Macedonia
MK,H5310,2024,Postal activities under universal service obligation,North Macedonia
MK,H5320,2021,Other postal and courier activities,North Macedonia
MK,H5320,2022,Other postal and courier activities,North Macedonia
MK,H5320,2023,Other postal and courier activities,North Macedonia
MK,H5320,2024,Other postal and courier activities,North Macedonia
MK,I5520,2021,Holiday and other short-stay accommodation,North Macedonia
MK,I5530,2021,"Camping grounds, recreational vehicle parks and trailer parks",North Macedonia
MK,I5590,2021,Other accommodation,North Macedonia
MK,I5610,2021,Restaurants and mobile food service activities,North Macedonia
MK,I5630,2021,Beverage serving activities,North Macedonia
MK,J5812,2021,Publishing of directories and mailing lists,North Macedonia
MK,J5812,2022,Publishing of directories and mailing lists,North Macedonia
MK,J5812,2023,Publishing of directories and mailing lists,North Macedonia
MK,J5812,2024,Publishing of directories and mailing lists,North Macedonia
MK,J5814,2021,Publishing of journals and periodicals,North Macedonia
MK,J5814,2022,Publishing of journals and periodicals,North Macedonia
MK,J5814,2023,Publishing of journals and periodicals,North Macedonia
MK,J5814,2024,Publishing of journals and periodicals,North Macedonia
MK,J5912,2021,"Motion picture, video and television programme post-production activities",North Macedonia
MK,J5912,2022,"Motion picture, video and television programme post-production activities",North Macedonia
MK,J5912,2023,"Motion picture, video and television programme post-production activities",North Macedonia
MK,J5912,2024,"Motion picture, video and television programme post-production activities",North Macedonia
MK,J5914,2021,Motion picture projection activities,North Macedonia
MK,J5914,2022,Motion picture projection activities,North Macedonia
MK,J5914,2023,Motion picture projection activities,North Macedonia
MK,J5914,2024,Motion picture projection activities,North Macedonia
MK,J5920,2021,Sound recording and music publishing activities,North Macedonia
MK,J5920,2023,Sound recording and music publishing activities,North Macedonia
MK,J6110,2023,Wired telecommunications activities,North Macedonia
MK,J6130,2021,Satellite telecommunications activities,North Macedonia
MK,J6190,2021,Other telecommunications activities,North Macedonia
MK,J6391,2021,News agency activities,North Macedonia
MK,K6411,2021,Central banking,North Macedonia
MK,K6411,2022,Central banking,North Macedonia
MK,K6411,2023,Central banking,North Macedonia
MK,K6411,2024,Central banking,North Macedonia
MK,K6419,2021,Other monetary intermediation,North Macedonia
MK,K6419,2022,Other monetary intermediation,North Macedonia
MK,K6419,2023,Other monetary intermediation,North Macedonia
MK,K6419,2024,Other monetary intermediation,North Macedonia
MK,K6530,2022,Pension funding,North Macedonia
MK,M7211,2024,Research and experimental development on biotechnology,North Macedonia
MK,M7219,2024,Other research and experimental development on natural sciences and engineering,North Macedonia
MK,M7220,2024,Research and experimental development on social sciences and humanities,North Macedonia
MK,N7711,2021,Renting and leasing of cars and light motor vehicles,North Macedonia
MK,N7711,2022,Renting and leasing of cars and light motor vehicles,North Macedonia
MK,N7711,2023,Renting and leasing of cars and light motor vehicles,North Macedonia
MK,N7712,2021,Renting and leasing of trucks,North Macedonia
MK,N7712,2022,Renting and leasing of trucks,North Macedonia
MK,N7712,2023,Renting and leasing of trucks,North Macedonia
MK,N7721,2023,Renting and leasing of recreational and sports goods,North Macedonia
MK,N7722,2021,Renting of video tapes and disks,North Macedonia
MK,N7722,2022,Renting of video tapes and disks,North Macedonia
MK,N7722,2023,Renting of video tapes and disks,North Macedonia
MK,N7722,2024,Renting of video tapes and disks,North Macedonia
MK,N7729,2021,Renting and leasing of other personal and household goods,North Macedonia
MK,N7732,2021,Renting and leasing of construction and civil engineering machinery and equipment,North Macedonia
MK,N7733,2021,Renting and leasing of office machinery and equipment (including computers),North Macedonia
MK,N7733,2023,Renting and leasing of office machinery and equipment (including computers),North Macedonia
MK,N7733,2024,Renting and leasing of office machinery and equipment (including computers),North Macedonia
MK,N7734,2023,Renting and leasing of water transport equipment,North Macedonia
MK,N7734,2024,Renting and leasing of water transport equipment,North Macedonia
MK,N7740,2021,"Leasing of intellectual property and similar products, except copyrighted works",North Macedonia
MK,N7740,2022,"Leasing of intellectual property and similar products, except copyrighted works",North Macedonia
MK,N7740,2023,"Leasing of intellectual property and similar products, except copyrighted works",North Macedonia
MK,N7740,2024,"Leasing of intellectual property and similar products, except copyrighted works",North Macedonia
MK,N7911,2022,Travel agency activities,North Macedonia
MK,N7911,2023,Travel agency activities,North Macedonia
MK,N7912,2024,Tour operator activities,North Macedonia
MK,N7990,2022,Other reservation service and related activities,North Macedonia
MK,N7990,2023,Other reservation service and related activities,North Macedonia
MK,N7990,2024,Other reservation service and related activities,North Macedonia
MK,P8510,2021,Pre-primary education,North Macedonia
MK,P8510,2022,Pre-primary education,North Macedonia
MK,P8510,2023,Pre-primary education,North Macedonia
MK,P8510,2024,Pre-primary education,North Macedonia
MK,P8520,2022,Primary education,North Macedonia
MK,P8531,2021,General secondary education,North Macedonia
MK,P8531,2022,General secondary education,North Macedonia
MK,P8531,2023,General secondary education,North Macedonia
MK,P8531,2024,General secondary education,North Macedonia
MK,P8532,2021,Technical and vocational secondary education,North Macedonia
MK,P8532,2022,Technical and vocational secondary education,North Macedonia
MK,P8532,2023,Technical and vocational secondary education,North Macedonia
MK,P8532,2024,Technical and vocational secondary education,North Macedonia
MK,P8541,2021,Post-secondary non-tertiary education,North Macedonia
MK,P8541,2022,Post-secondary non-tertiary education,North Macedonia
MK,P8541,2023,Post-secondary non-tertiary education,North Macedonia
MK,P8541,2024,Post-secondary non-tertiary education,North Macedonia
MK,P8542,2021,Tertiary education,North Macedonia
MK,P8542,2022,Tertiary education,North Macedonia
MK,P8542,2023,Tertiary education,North Macedonia
MK,P8542,2024,Tertiary education,North Macedonia
MK,P8552,2021,Cultural education,North Macedonia
MK,P8553,2021,Driving school activities,North Macedonia
MK,P8560,2021,Educational support activities,North Macedonia
MK,P8560,2023,Educational support activities,North Macedonia
MK,P8560,2024,Educational support activities,North Macedonia
MK,Q8621,2021,General medical practice activities,North Macedonia
MK,Q8622,2021,Specialist medical practice activities,North Macedonia
MK,Q8690,2021,Other human health activities,North Macedonia
MK,Q8690,2022,Other human health activities,North Macedonia
MK,Q8710,2021,Residential nursing care activities,North Macedonia
MK,Q8710,2022,Residential nursing care activities,North Macedonia
MK,Q8710,2023,Residential nursing care activities,North Macedonia
MK,Q8710,2024,Residential nursing care activities,North Macedonia
MK,Q8720,2021,"Residential care activities for mental retardation, mental health and substance abuse",North Macedonia
MK,Q8720,2022,"Residential care activities for mental retardation, mental health and substance abuse",North Macedonia
MK,Q8720,2023,"Residential care activities for mental retardation, mental health and substance abuse",North Macedonia
MK,Q8720,2024,"Residential care activities for mental retardation, mental health and substance abuse",North Macedonia
MK,Q8730,2023,Residential care activities for the elderly and disabled,North Macedonia
MK,Q8730,2024,Residential care activities for the elderly and disabled,North Macedonia
MK,Q8790,2021,Other residential care activities,North Macedonia
MK,Q8790,2022,Other residential care activities,North Macedonia
MK,Q8790,2023,Other residential care activities,North Macedonia
MK,Q8790,2024,Other residential care activities,North Macedonia
MK,Q8810,2022,Social work activities without accommodation for the elderly and disabled,North Macedonia
MK,Q8810,2023,Social work activities without accommodation for the elderly and disabled,North Macedonia
MK,Q8810,2024,Social work activities without accommodation for the elderly and disabled,North Macedonia
MK,Q8899,2022,Other social work activities without accommodation n.e.c.,North Macedonia
MK,Q8899,2023,Other social work activities without accommodation n.e.c.,North Macedonia
MK,Q8899,2024,Other social work activities without accommodation n.e.c.,North Macedonia
MK,R9002,2021,Support activities to performing arts,North Macedonia
MK,R9004,2024,Operation of arts facilities,North Macedonia
MK,R9101,2021,Library and archives activities,North Macedonia
MK,R9101,2022,Library and archives activities,North Macedonia
MK,R9101,2023,Library and archives activities,North Macedonia
MK,R9101,2024,Library and archives activities,North Macedonia
MK,R9102,2021,Museums activities,North Macedonia
MK,R9102,2022,Museums activities,North Macedonia
MK,R9102,2023,Museums activities,North Macedonia
MK,R9102,2024,Museums activities,North Macedonia
MK,R9200,2023,Gambling and betting activities,North Macedonia
MK,S9511,2021,Repair of computers and peripheral equipment,North Macedonia
MK,S9511,2023,Repair of computers and peripheral equipment,North Macedonia
MK,S9521,2021,Repair of consumer electronics,North Macedonia
MK,S9529,2023,Repair of other personal and household goods,North Macedonia
MK,S9603,2021,Funeral and related activities,North Macedonia
MK,S9604,2021,Physical well-being activities,North Macedonia
MT,B0510,2021,Mining of hard coal,Malta
MT,B0812,2022,"""Operation of gravel and sand pits; mining of clays and kaolin""",Malta
MT,B0812,2023,"""Operation of gravel and sand pits; mining of clays and kaolin""",Malta
MT,B0812,2024,"""Operation of gravel and sand pits; mining of clays and kaolin""",Malta
MT,B0893,2024,Extraction of salt,Malta
MT,B0899,2022,Other mining and quarrying n.e.c.,Malta
MT,B0899,2023,Other mining and quarrying n.e.c.,Malta
MT,B0899,2024,Other mining and quarrying n.e.c.,Malta
MT,B0910,2021,Support activities for petroleum and natural gas extraction,Malta
MT,B0910,2022,Support activities for petroleum and natural gas extraction,Malta
MT,B0910,2023,Support activities for petroleum and natural gas extraction,Malta
MT,B0910,2024,Support activities for petroleum and natural gas extraction,Malta
MT,B0990,2021,Support activities for other mining and quarrying,Malta
MT,B0990,2022,Support activities for other mining and quarrying,Malta
MT,B0990,2023,Support activities for other mining and quarrying,Malta
MT,B0990,2024,Support activities for other mining and quarrying,Malta
MT,C1031,2021,Processing and preserving of potatoes,Malta
MT,C1031,2022,Processing and preserving of potatoes,Malta
MT,C1031,2023,Processing and preserving of potatoes,Malta
MT,C1031,2024,Processing and preserving of potatoes,Malta
MT,C1032,2023,Manufacture of fruit and vegetable juice,Malta
MT,C1032,2024,Manufacture of fruit and vegetable juice,Malta
MT,C1039,2022,Other processing and preserving of fruit and vegetables,Malta
MT,C1041,2021,Manufacture of oils and fats,Malta
MT,C1041,2022,Manufacture of oils and fats,Malta
MT,C1041,2023,Manufacture of oils and fats,Malta
MT,C1041,2024,Manufacture of oils and fats,Malta
MT,C1051,2021,Operation of dairies and cheese making,Malta
MT,C1051,2022,Operation of dairies and cheese making,Malta
MT,C1061,2021,Manufacture of grain mill products,Malta
MT,C1061,2023,Manufacture of grain mill products,Malta
MT,C1061,2024,Manufacture of grain mill products,Malta
MT,C1083,2021,Processing of tea and coffee,Malta
MT,C1083,2022,Processing of tea and coffee,Malta
MT,C1083,2023,Processing of tea and coffee,Malta
MT,C1083,2024,Processing of tea and coffee,Malta
MT,C1086,2021,Manufacture of homogenised food preparations and dietetic food,Malta
MT,C1086,2022,Manufacture of homogenised food preparations and dietetic food,Malta
MT,C1086,2023,Manufacture of homogenised food preparations and dietetic food,Malta
MT,C1086,2024,Manufacture of homogenised food preparations and dietetic food,Malta
MT,C1089,2021,Manufacture of other food products n.e.c.,Malta
MT,C1089,2024,Manufacture of other food products n.e.c.,Malta
MT,C1091,2021,Manufacture of prepared feeds for farm animals,Malta
MT,C1091,2022,Manufacture of prepared feeds for farm animals,Malta
MT,C1091,2024,Manufacture of prepared feeds for farm animals,Malta
MT,C1092,2021,Manufacture of prepared pet foods,Malta
MT,C1092,2022,Manufacture of prepared pet foods,Malta
MT,C1092,2024,Manufacture of prepared pet foods,Malta
MT,C1101,2021,"Distilling, rectifying and blending of spirits",Malta
MT,C1101,2022,"Distilling, rectifying and blending of spirits",Malta
MT,C1101,2024,"Distilling, rectifying and blending of spirits",Malta
MT,C1102,2023,Manufacture of wine from grape,Malta
MT,C1102,2024,Manufacture of wine from grape,Malta
MT,C1105,2021,Manufacture of beer,Malta
MT,C1105,2022,Manufacture of beer,Malta
MT,C1105,2023,Manufacture of beer,Malta
MT,C1105,2024,Manufacture of beer,Malta
MT,C1200,2021,Manufacture of tobacco products,Malta
MT,C1310,2021,Preparation and spinning of textile fibres,Malta
MT,C1310,2022,Preparation and spinning of textile fibres,Malta
MT,C1310,2023,Preparation and spinning of textile fibres,Malta
MT,C1310,2024,Preparation and spinning of textile fibres,Malta
MT,C1320,2021,Weaving of textiles,Malta
MT,C1320,2022,Weaving of textiles,Malta
MT,C1320,2023,Weaving of textiles,Malta
MT,C1320,2024,Weaving of textiles,Malta
MT,C1330,2022,Finishing of textiles,Malta
MT,C1391,2021,Manufacture of knitted and crocheted fabrics,Malta
MT,C1391,2022,Manufacture of knitted and crocheted fabrics,Malta
